service_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday,start_date,end_date
2107,0,0,0,0,0,1,0,20250402,20250410
2108,1,1,1,1,1,0,0,20250402,20250410
2109,1,1,1,1,1,0,0,20250413,20250427
2110,0,0,0,0,0,1,0,20250413,20250427
2111,0,0,0,0,0,0,1,20250402,20250427
2112,0,0,0,0,0,0,1,20250328,20250329
2113,0,0,0,0,0,0,1,20250328,20250329
2114,0,0,0,0,0,0,1,20250402,20250427
2115,0,0,0,0,0,0,1,20250402,20250427
2116,0,0,0,0,0,0,1,20250328,20250329
2117,1,1,1,1,1,1,0,20250402,20250427
2118,1,1,1,1,1,0,0,20250402,20250427
2119,0,0,0,0,0,1,0,20250328,20250329
2120,1,1,1,1,1,0,0,20250328,20250329
2121,1,1,1,1,1,1,0,20250328,20250329
2122,0,0,0,0,0,1,0,20250402,20250427
2123,0,0,0,0,0,0,1,20250402,20250427
2124,0,0,0,0,0,0,1,20250328,20250329
2125,0,0,0,0,0,0,1,20250328,20250329
2126,0,0,0,0,0,0,1,20250402,20250427
2127,0,0,0,0,0,0,1,20250402,20250427
2128,0,0,0,0,0,0,1,20250328,20250329
2129,1,1,1,1,1,0,0,20250328,20250329
2130,1,1,1,1,1,0,0,20250402,20250427
2131,0,0,0,0,0,0,1,20250402,20250427
2132,0,0,0,0,0,0,1,20250328,20250329
2133,0,0,0,0,0,0,1,20250402,20250427
2134,0,0,0,0,0,0,1,20250328,20250329
2135,0,0,0,0,0,0,1,20250328,20250329
2136,0,0,0,0,0,0,1,20250402,20250427
2137,0,0,0,0,0,0,1,20250402,20250427
2138,0,0,0,0,0,0,1,20250328,20250329
2139,0,0,0,0,0,0,1,20250328,20250329
2140,0,0,0,0,0,0,1,20250402,20250427
2141,0,0,0,0,0,0,1,20250328,20250329
2142,0,0,0,0,0,0,1,20250402,20250427
2143,1,1,1,1,1,0,0,20250402,20250427
2144,1,1,1,1,1,0,1,20250328,20250329
2145,0,0,0,0,0,0,1,20250402,20250427
2146,1,1,1,1,1,0,1,20250402,20250427
2147,0,0,0,0,0,0,1,20250328,20250329
2148,1,1,1,1,1,0,0,20250328,20250329
2149,1,1,1,1,1,1,0,20250328,20250329
2150,1,1,1,1,1,1,0,20250402,20250427
2151,0,0,0,0,0,1,0,20250328,20250427
2152,1,1,1,1,1,1,0,20250328,20250427
2153,1,1,1,1,1,0,0,20250328,20250427
2154,1,1,1,1,1,1,0,20250328,20250427
2155,1,1,1,1,1,1,0,20250328,20250427
2156,1,1,1,1,1,0,0,20250328,20250427
2157,0,0,0,0,0,1,0,20250328,20250427
2158,0,0,0,0,0,0,1,20250328,20250329
2159,0,0,0,0,0,0,1,20250402,20250427
2160,0,0,0,0,0,0,1,20250402,20250427
2161,0,0,0,0,0,0,1,20250328,20250329
2162,0,0,0,0,0,0,1,20250328,20250329
2163,0,0,0,0,0,0,1,20250402,20250427
2164,0,0,0,0,0,0,1,20250328,20250329
2165,0,0,0,0,0,0,1,20250402,20250427
2166,0,0,0,0,0,0,1,20250328,20250329
2167,0,0,0,0,0,0,1,20250402,20250427
2168,0,0,0,0,0,0,1,20250402,20250427
2169,0,0,0,0,0,0,1,20250328,20250329
2170,1,1,1,1,1,0,0,20250328,20250427
2171,0,0,0,0,0,1,0,20250328,20250427
2172,1,1,1,1,1,0,0,20250328,20250427
2173,0,0,0,0,0,1,0,20250328,20250427
2174,1,1,1,1,1,1,0,20250328,20250427
2175,0,0,0,0,0,1,0,20250328,20250427
2176,1,1,1,1,1,0,0,20250328,20250427
2177,1,1,1,1,1,0,0,20250328,20250329
2178,1,1,1,1,1,0,0,20250402,20250427
2179,1,1,1,1,1,0,0,20250328,20250427
2180,0,0,0,0,0,1,0,20250402,20250427
2181,1,1,1,1,1,0,0,20250402,20250427
2182,0,0,0,0,0,1,0,20250328,20250329
2183,1,1,1,1,1,0,0,20250328,20250329
2184,1,1,1,1,1,1,0,20250328,20250329
2185,1,1,1,1,1,1,0,20250402,20250427
2186,1,1,1,1,1,0,0,20250402,20250427
2187,1,1,1,1,1,0,0,20250328,20250329
2188,1,1,1,1,1,0,0,20250328,20250329
2189,0,0,0,0,0,1,0,20250328,20250329
2190,0,0,0,0,0,1,0,20250402,20250427
2191,1,1,1,1,1,0,0,20250402,20250427
2192,0,0,0,0,0,1,0,20250328,20250329
2193,1,1,1,1,1,0,0,20250402,20250427
2194,1,1,1,1,1,0,0,20250328,20250329
2195,1,1,1,1,1,1,0,20250402,20250427
2196,1,1,1,1,1,1,0,20250328,20250329
2197,0,0,0,0,0,1,0,20250402,20250427
2198,0,0,0,0,0,0,1,20250328,20250427
2199,0,0,0,0,0,1,0,20250328,20250427
2200,1,1,1,1,1,0,1,20250328,20250427
2201,1,1,1,1,1,0,0,20250328,20250427
2202,1,1,1,1,1,1,0,20250328,20250427
2203,1,1,1,1,1,1,0,20250328,20250427
2204,0,0,0,0,0,1,0,20250328,20250427
2205,1,1,1,1,1,0,0,20250328,20250427
2206,0,0,0,0,0,1,0,20250328,20250427
2207,0,0,0,0,0,1,0,20250328,20250427
2208,1,1,1,1,1,1,0,20250328,20250427
2209,1,1,1,1,1,0,0,20250328,20250427
2210,0,0,0,0,0,1,0,20250328,20250329
2211,1,1,1,1,1,0,0,20250402,20250427
2212,1,1,1,1,1,0,0,20250328,20250329
2213,0,0,0,0,0,1,0,20250402,20250427
2214,1,1,1,1,1,1,0,20250402,20250427
2215,1,1,1,1,1,1,0,20250328,20250329
2216,0,0,0,0,0,0,1,20250402,20250427
2217,0,0,0,0,0,0,1,20250328,20250329
2218,0,0,0,0,0,1,0,20250402,20250427
2219,1,1,1,1,1,0,0,20250328,20250329
2220,0,0,0,0,0,0,1,20250328,20250329
2221,1,1,1,1,1,0,0,20250402,20250427
2222,0,0,0,0,0,0,1,20250402,20250427
2223,0,0,0,0,0,1,0,20250328,20250329
2224,0,0,0,0,0,0,1,20250402,20250427
2225,0,0,0,0,0,0,1,20250328,20250329
2226,0,0,0,0,0,0,1,20250402,20250427
2227,0,0,0,0,0,0,1,20250328,20250329
2228,1,1,1,1,1,0,0,20250328,20250329
2229,1,1,1,1,1,0,0,20250402,20250427
2230,0,0,0,0,1,0,0,20250402,20250427
2231,1,1,1,1,0,0,0,20250402,20250427
2232,1,1,1,1,0,0,0,20250328,20250329
2233,0,0,0,0,1,0,0,20250328,20250329
2234,0,0,0,0,0,1,0,20250402,20250427
2235,0,0,0,0,0,1,0,20250328,20250329
2236,1,1,1,1,1,0,0,20250402,20250427
2237,1,1,1,1,1,0,0,20250328,20250329
2238,1,1,1,1,1,0,0,20250402,20250427
2239,1,1,1,1,1,0,0,20250328,20250329
2240,1,1,1,1,1,0,0,20250328,20250427
2241,0,0,0,0,0,1,0,20250328,20250427
2242,1,1,1,1,1,0,0,20250328,20250329
2243,1,1,1,1,1,0,0,20250402,20250427
2244,0,0,0,0,0,1,0,20250328,20250427
2245,1,1,1,1,1,0,0,20250328,20250427
2246,1,1,1,1,1,1,0,20250328,20250427
2247,1,1,1,1,1,1,0,20250328,20250329
2248,1,1,1,1,1,1,0,20250402,20250427
2249,1,1,1,1,1,0,0,20250328,20250329
2250,1,1,1,1,1,1,0,20250328,20250329
2251,1,1,1,1,1,1,0,20250402,20250427
2252,0,0,0,0,0,1,0,20250402,20250427
2253,1,1,1,1,1,0,0,20250402,20250427
2254,0,0,0,0,0,1,0,20250328,20250329
2255,1,1,1,1,1,1,0,20250328,20250329
2256,1,1,1,1,1,1,0,20250402,20250427
2257,1,1,1,1,1,0,0,20250402,20250427
2258,0,0,0,0,0,1,0,20250328,20250329
2259,1,1,1,1,1,0,0,20250328,20250329
2260,0,0,0,0,0,1,0,20250402,20250427
2261,1,1,1,1,1,1,0,20250402,20250427
2262,1,1,1,1,1,1,0,20250328,20250329
2263,1,1,1,1,1,1,0,20250402,20250427
2264,1,1,1,1,1,1,0,20250328,20250329
2265,1,1,1,1,1,1,0,20250328,20250329
2266,1,1,1,1,1,1,0,20250402,20250427
2267,1,1,1,1,1,0,0,20250328,20250427
2268,1,1,1,1,1,0,0,20250328,20250403
2269,1,1,1,1,1,0,0,20250412,20250412
2270,1,1,1,1,1,0,0,20250328,20250403
2271,1,1,1,1,1,0,0,20250414,20250427
2272,1,1,1,1,1,0,0,20250328,20250403
2273,1,1,1,1,1,0,0,20250328,20250403
2274,1,1,1,1,1,0,0,20250414,20250427
2275,1,1,1,1,1,0,0,20250412,20250412
2276,1,1,1,1,1,0,0,20250328,20250403
2277,1,1,1,1,1,0,0,20250414,20250427
2278,1,1,1,1,1,0,0,20250412,20250412
2279,1,1,1,1,1,1,0,20250328,20250403
2280,0,0,0,0,0,1,0,20250412,20250412
2281,0,0,0,0,0,1,0,20250328,20250403
2282,1,1,1,1,1,1,0,20250414,20250427
2283,0,0,0,0,0,1,0,20250414,20250427
2284,1,1,1,1,1,1,0,20250412,20250412
2285,1,1,1,1,1,0,0,20250328,20250403
2286,1,1,1,1,1,0,0,20250414,20250427
2287,1,1,1,1,1,0,0,20250412,20250412
2288,1,1,1,1,1,0,0,20250414,20250427
2289,1,1,1,1,1,0,0,20250328,20250403
2290,1,1,1,1,1,0,0,20250412,20250412
2291,1,1,1,1,1,0,0,20250412,20250412
2292,1,1,1,1,1,0,0,20250328,20250403
2293,1,1,1,1,1,1,0,20250328,20250403
2294,1,1,1,1,1,1,0,20250414,20250427
2295,0,0,0,0,0,1,0,20250414,20250427
2296,0,0,0,0,0,1,0,20250412,20250412
2297,1,1,1,1,1,0,0,20250414,20250427
2298,1,1,1,1,1,1,0,20250412,20250412
2299,0,0,0,0,0,1,0,20250328,20250403
2300,1,1,1,1,1,0,0,20250412,20250412
2301,1,1,1,1,1,0,0,20250328,20250403
2302,1,1,1,1,1,0,0,20250414,20250427
2303,1,1,1,1,1,0,0,20250414,20250427
2304,1,1,1,1,1,0,0,20250328,20250403
2305,1,1,1,1,1,0,0,20250412,20250412
2306,1,1,1,1,1,0,0,20250414,20250427
2307,1,1,1,1,1,0,0,20250412,20250412
2308,1,1,1,1,1,0,0,20250328,20250403
2309,1,1,1,1,1,0,0,20250412,20250412
2310,1,1,1,1,1,0,0,20250328,20250403
2311,1,1,1,1,1,0,0,20250414,20250427
2312,1,1,1,1,1,1,0,20250402,20250427
2313,1,1,1,1,1,0,0,20250402,20250427
2314,1,1,1,1,1,1,0,20250328,20250329
2315,1,1,1,1,1,0,0,20250328,20250329
2316,0,0,0,0,0,1,0,20250328,20250427
2317,1,1,1,1,1,0,0,20250328,20250427
2318,1,1,1,1,1,0,0,20250328,20250329
2319,1,1,1,1,1,0,0,20250411,20250427
2320,1,1,1,1,1,0,0,20250404,20250405
2321,1,1,1,1,1,0,0,20250402,20250427
2322,0,0,0,0,0,1,0,20250402,20250427
2323,0,0,0,0,0,1,0,20250328,20250329
2324,1,1,1,1,1,1,0,20250402,20250427
2325,0,0,0,0,0,0,1,20250328,20250329
2326,0,0,0,0,0,0,1,20250402,20250427
2327,1,1,1,1,1,1,0,20250328,20250329
2328,1,1,1,1,1,0,0,20250328,20250329
2329,1,1,1,1,1,1,0,20250328,20250427
2330,0,0,0,0,0,1,0,20250328,20250427
2331,1,1,1,1,1,0,0,20250328,20250427
2332,1,1,1,1,1,0,0,20250402,20250427
2333,1,1,1,1,1,0,0,20250328,20250329
2334,1,1,1,1,1,1,0,20250328,20250329
2335,0,0,0,0,0,1,0,20250402,20250427
2336,0,0,0,0,0,1,0,20250328,20250329
2337,1,1,1,1,1,1,0,20250402,20250427
2338,0,0,0,0,0,1,0,20250402,20250427
2339,1,1,1,1,1,1,0,20250328,20250329
2340,0,0,0,0,0,0,1,20250402,20250427
2341,1,1,1,1,1,1,0,20250402,20250427
2342,1,1,1,1,1,0,0,20250328,20250329
2343,1,1,1,1,1,0,0,20250402,20250427
2344,0,0,0,0,0,0,1,20250328,20250329
2345,1,1,1,1,1,0,1,20250402,20250427
2346,0,0,0,0,0,1,0,20250328,20250329
2347,1,1,1,1,1,0,1,20250328,20250329
2348,1,1,1,1,1,0,0,20250328,20250329
2349,0,0,0,0,0,1,0,20250402,20250427
2350,1,1,1,1,1,0,0,20250402,20250427
2351,0,0,0,0,0,1,0,20250328,20250329
2352,1,1,1,1,1,0,0,20250328,20250329
2353,1,1,1,1,1,0,0,20250402,20250427
2354,1,1,1,1,1,1,0,20250328,20250329
2355,1,1,1,1,1,0,0,20250402,20250427
2356,1,1,1,1,1,1,0,20250402,20250427
2357,1,1,1,1,1,0,0,20250328,20250329
2358,0,0,0,0,0,1,0,20250402,20250427
2359,0,0,0,0,0,1,0,20250328,20250329
2360,1,1,1,1,1,0,0,20250402,20250427
2361,1,1,1,1,1,0,0,20250328,20250329
2362,0,1,1,1,1,1,1,20250402,20250427
2363,0,1,1,1,1,1,1,20250402,20250427
2364,1,1,1,1,1,0,0,20250328,20250427
2365,1,1,1,1,1,0,0,20250414,20250427
2366,1,1,1,1,1,0,0,20250412,20250412
2367,1,1,1,1,1,0,0,20250328,20250403
2368,1,1,1,1,1,0,0,20250328,20250329
2369,1,1,1,1,1,1,0,20250328,20250329
2370,1,1,1,1,1,0,0,20250402,20250427
2371,1,1,1,1,1,0,1,20250402,20250427
2372,1,1,1,1,1,0,1,20250328,20250329
2373,0,0,0,0,0,0,1,20250328,20250329
2374,0,0,0,0,0,1,0,20250328,20250329
2375,1,1,1,1,1,1,0,20250402,20250427
2376,0,0,0,0,0,1,0,20250402,20250427
2377,0,0,0,0,0,0,1,20250402,20250427
2378,1,1,1,1,1,0,0,20250402,20250427
2379,1,1,1,1,1,0,0,20250328,20250329
2380,1,1,1,1,1,1,0,20250328,20250427
2381,0,0,0,0,0,0,1,20250328,20250427
2382,1,1,1,1,1,0,0,20250402,20250410
2383,1,1,1,1,1,0,0,20250421,20250427
2384,1,1,1,1,1,0,0,20250413,20250413
2385,1,1,1,1,1,0,0,20250418,20250419
2386,1,1,1,1,1,0,0,20250328,20250329
2387,1,1,1,1,1,0,0,20250402,20250410
2388,1,1,1,1,1,0,0,20250418,20250427
2389,1,1,1,1,1,0,0,20250413,20250413
2390,0,0,0,0,0,1,0,20250402,20250410
2391,0,0,0,0,0,1,0,20250413,20250413
2392,0,0,0,0,0,1,0,20250418,20250427
2393,0,0,0,0,0,1,0,20250402,20250427
2394,1,1,1,1,1,0,0,20250402,20250427
2395,1,1,1,1,1,0,0,20250328,20250329
2396,1,1,1,1,1,1,0,20250402,20250427
2397,0,0,0,0,0,1,0,20250328,20250329
2398,1,1,1,1,1,1,0,20250328,20250329
2399,1,1,1,1,1,0,0,20250328,20250329
2400,1,1,1,1,1,0,0,20250402,20250427
2401,1,1,1,1,1,0,1,20250328,20250403
2402,0,1,1,1,0,1,0,20250328,20250403
2403,1,1,1,1,1,1,1,20250328,20250403
2404,0,0,0,0,0,0,1,20250328,20250403
2405,0,1,1,1,0,0,0,20250328,20250403
2406,1,1,1,1,1,0,0,20250328,20250403
2407,1,0,0,0,1,0,0,20250328,20250403
2408,1,1,1,1,1,1,0,20250328,20250403
2409,1,0,0,0,1,1,0,20250328,20250403
2410,0,0,0,0,0,1,0,20250328,20250403
2411,0,0,0,0,0,1,1,20250328,20250403
2412,0,1,1,1,0,0,0,20250328,20250403
2413,1,1,1,1,1,0,0,20250328,20250403
2414,1,0,0,0,1,0,0,20250328,20250403
2415,0,0,0,0,0,0,1,20250328,20250403
2416,0,1,1,1,0,0,1,20250328,20250403
2417,1,0,0,0,1,1,0,20250328,20250403
2418,1,0,0,0,1,0,1,20250328,20250403
2419,0,0,0,0,0,1,0,20250328,20250403
2420,0,1,1,1,0,1,0,20250328,20250403
2421,1,1,1,1,1,0,0,20250328,20250427
2422,1,1,1,1,1,0,0,20250413,20250413
2423,1,1,1,1,1,0,0,20250402,20250410
2424,1,1,1,1,1,0,0,20250419,20250427
2425,1,1,1,1,1,0,0,20250328,20250329
2426,0,0,0,0,0,1,0,20250328,20250329
2427,1,1,1,1,1,0,0,20250402,20250427
2428,1,1,1,1,1,0,0,20250328,20250329
2429,0,0,0,0,0,1,0,20250402,20250427
2430,1,1,1,1,1,0,0,20250328,20250329
2431,1,1,1,1,1,0,0,20250419,20250427
2432,1,1,1,1,1,0,0,20250402,20250410
2433,1,1,1,1,1,0,0,20250413,20250413
2434,1,1,1,1,1,0,0,20250413,20250413
2435,1,1,1,1,1,0,0,20250402,20250410
2436,1,1,1,1,1,0,0,20250328,20250329
2437,1,1,1,1,1,0,0,20250419,20250427
2438,1,1,1,1,1,0,0,20250419,20250427
2439,1,1,1,1,1,0,0,20250402,20250410
2440,1,1,1,1,1,0,0,20250413,20250413
2441,1,1,1,1,1,0,0,20250328,20250329
2442,1,1,1,1,1,0,0,20250328,20250329
2443,1,1,1,1,1,0,0,20250402,20250410
2444,1,1,1,1,1,0,0,20250419,20250427
2445,1,1,1,1,1,0,0,20250413,20250413
2446,1,1,1,1,1,0,0,20250402,20250427
2447,1,1,1,1,1,1,0,20250328,20250329
2448,1,1,1,1,1,0,0,20250328,20250329
2449,1,1,1,1,1,1,0,20250402,20250427
2450,1,1,1,1,1,0,0,20250418,20250427
2451,1,1,1,1,1,0,0,20250328,20250329
2452,1,1,1,1,1,0,0,20250402,20250410
2453,1,1,1,1,1,0,0,20250413,20250413
2454,1,1,1,1,1,0,0,20250402,20250410
2455,1,1,1,1,1,0,0,20250413,20250413
2456,1,1,1,1,1,0,0,20250328,20250329
2457,1,1,1,1,1,0,0,20250419,20250427
2458,1,1,1,1,1,1,0,20250328,20250329
2459,1,1,1,1,1,1,0,20250402,20250403
2460,1,1,1,1,1,1,0,20250328,20250329
2461,1,1,1,1,1,1,0,20250402,20250427
2462,1,1,1,1,1,1,0,20250402,20250427
2463,1,1,1,1,1,1,0,20250328,20250329
2464,1,1,1,1,1,0,0,20250328,20250329
2465,1,1,1,1,1,0,0,20250402,20250427
2466,1,1,1,1,1,1,0,20250328,20250329
2467,1,1,1,1,1,1,0,20250402,20250427
2468,1,1,1,1,1,0,0,20250328,20250329
2469,0,0,0,0,0,1,0,20250402,20250427
2470,0,0,0,0,0,1,0,20250328,20250329
2471,1,1,1,1,1,0,0,20250402,20250427
2472,1,1,1,1,1,0,0,20250328,20250329
2473,1,1,1,1,1,0,0,20250402,20250427
2474,1,1,1,1,1,0,0,20250328,20250329
2475,0,0,0,0,0,1,0,20250328,20250329
2476,1,1,1,1,1,0,0,20250402,20250427
2477,0,0,0,0,0,1,0,20250402,20250427
2478,1,1,1,1,1,0,0,20250328,20250329
2479,1,1,1,1,1,0,0,20250402,20250427
2480,1,1,1,1,1,0,0,20250402,20250427
2481,1,1,1,1,1,0,0,20250328,20250329
2482,1,1,1,1,1,0,0,20250402,20250427
2483,1,1,1,1,1,0,0,20250402,20250427
2484,1,1,1,1,1,0,0,20250419,20250427
2485,1,1,1,1,1,0,0,20250328,20250329
2486,1,1,1,1,1,0,0,20250402,20250410
2487,1,1,1,1,1,0,0,20250414,20250417
2488,1,1,1,1,1,0,0,20250402,20250410
2489,1,1,1,1,1,0,0,20250419,20250427
2490,1,1,1,1,1,0,0,20250414,20250417
2491,1,1,1,1,1,0,0,20250328,20250329
2492,0,0,0,0,0,1,0,20250328,20250427
2493,0,0,0,0,0,0,1,20250328,20250427
2494,1,1,1,1,1,0,0,20250328,20250329
2495,0,0,0,0,0,1,0,20250413,20250417
2496,1,1,1,1,1,0,0,20250419,20250427
2497,1,1,1,1,1,0,0,20250402,20250410
2498,0,0,0,0,0,1,0,20250419,20250427
2499,0,0,0,0,0,1,0,20250402,20250410
2500,0,0,0,0,0,1,0,20250328,20250329
2501,1,1,1,1,1,0,0,20250413,20250417
2502,0,0,0,0,0,0,1,20250402,20250427
2503,1,1,1,1,1,0,0,20250402,20250427
2504,1,1,1,1,1,0,0,20250328,20250329
2505,0,0,0,0,0,1,0,20250402,20250427
2506,0,0,0,0,0,1,0,20250328,20250329
2507,0,0,0,0,0,0,1,20250328,20250329
2508,1,1,1,1,1,0,0,20250402,20250427
2509,1,1,1,1,1,0,0,20250328,20250329
2510,0,0,0,0,0,1,0,20250328,20250403
2511,1,1,1,1,1,0,0,20250414,20250427
2512,1,1,1,1,1,0,0,20250412,20250412
2513,0,0,0,0,0,1,0,20250414,20250427
2514,0,0,0,0,0,1,0,20250412,20250412
2515,1,1,1,1,1,0,0,20250328,20250403
2516,1,1,1,1,1,0,0,20250329,20250329
2517,1,1,1,1,1,0,0,20250402,20250427
2518,1,1,1,1,1,0,0,20250413,20250427
2519,1,1,1,1,1,0,0,20250328,20250329
2520,1,1,1,1,1,0,0,20250402,20250410
2521,1,1,1,1,1,0,0,20250328,20250329
2522,1,1,1,1,1,0,0,20250413,20250427
2523,1,1,1,1,1,0,0,20250402,20250410
2524,1,1,1,1,1,1,0,20250402,20250427
2525,1,1,1,1,1,1,0,20250328,20250329
2526,1,1,1,1,1,0,1,20250328,20250329
2527,1,1,1,1,1,0,0,20250328,20250329
2528,1,1,1,1,1,0,1,20250402,20250427
2529,1,1,1,1,1,0,0,20250402,20250427
2530,1,1,1,1,1,1,0,20250402,20250427
2531,0,0,0,0,0,1,0,20250328,20250329
2532,1,1,1,1,1,1,0,20250328,20250329
2533,0,0,0,0,0,0,1,20250328,20250329
2534,0,0,0,0,0,0,1,20250402,20250427
2535,0,0,0,0,0,1,0,20250402,20250427
2536,1,1,1,1,1,0,0,20250328,20250329
2537,1,1,1,1,1,1,0,20250402,20250427
2538,1,1,1,1,1,1,0,20250328,20250329
2539,0,0,0,0,0,1,0,20250328,20250329
2540,1,1,1,1,1,0,0,20250402,20250427
2541,0,0,0,0,0,1,0,20250402,20250427
2542,1,1,1,1,1,0,0,20250402,20250427
2543,1,1,1,1,1,0,0,20250328,20250329
2544,1,1,1,1,1,0,0,20250402,20250427
2545,1,1,1,1,1,0,0,20250328,20250329
2546,1,1,1,1,1,0,0,20250402,20250427
2547,1,1,1,1,1,0,0,20250328,20250329
2548,1,1,1,1,1,0,0,20250402,20250427
2549,1,1,1,1,1,0,0,20250328,20250329
2550,1,1,1,1,1,1,0,20250402,20250427
2551,1,1,1,1,1,0,0,20250328,20250329
2552,1,1,1,1,1,0,0,20250402,20250427
2553,1,1,1,1,1,1,0,20250328,20250329
2554,1,1,1,1,1,0,0,20250328,20250427
2555,1,1,1,1,1,0,0,20250402,20250427
2556,1,1,1,1,1,0,0,20250328,20250329
2557,1,1,1,1,1,1,0,20250328,20250427
2558,0,0,0,0,0,1,0,20250328,20250427
2559,1,1,1,1,1,0,0,20250328,20250427
2560,0,0,0,0,0,0,1,20250328,20250427
2561,0,0,0,0,0,1,0,20250402,20250427
2562,1,1,1,1,1,0,0,20250328,20250329
2563,0,0,0,0,0,1,0,20250328,20250329
2564,1,1,1,1,1,0,0,20250402,20250427
2565,1,1,1,1,1,0,0,20250402,20250427
2566,1,1,1,1,1,0,0,20250328,20250329
2567,0,0,0,0,0,1,0,20250328,20250329
2568,0,0,0,0,0,1,0,20250402,20250427
2569,0,0,0,0,0,1,0,20250402,20250427
2570,0,0,0,0,0,1,0,20250328,20250329
2571,1,1,1,1,1,0,0,20250402,20250427
2572,1,1,1,1,1,0,0,20250328,20250329
2573,1,1,1,1,1,0,0,20250328,20250329
2574,0,0,0,0,0,1,0,20250328,20250329
2575,1,1,1,1,1,0,0,20250402,20250427
2576,0,0,0,0,0,1,0,20250402,20250427
2577,0,0,0,0,0,1,0,20250402,20250427
2578,0,0,0,0,0,1,0,20250328,20250329
2579,1,1,1,1,1,0,0,20250328,20250329
2580,1,1,1,1,1,0,0,20250402,20250427
2581,1,1,1,1,1,1,0,20250328,20250329
2582,1,1,1,1,1,1,0,20250402,20250427
2583,1,1,1,1,1,0,0,20250402,20250427
2584,1,1,1,1,1,1,0,20250328,20250329
2585,0,0,0,0,0,0,1,20250402,20250427
2586,1,1,1,1,1,0,0,20250328,20250329
2587,1,1,1,1,1,0,1,20250328,20250329
2588,1,1,1,1,1,1,0,20250402,20250427
2589,0,0,0,0,0,0,1,20250328,20250329
2590,1,1,1,1,1,0,1,20250402,20250427
2591,0,0,0,0,0,1,0,20250402,20250427
2592,0,0,0,0,0,1,0,20250328,20250329
2593,0,0,0,0,0,1,0,20250328,20250328
2594,1,1,1,1,1,0,1,20250328,20250328
2595,1,1,1,1,1,0,1,20250402,20250427
2596,1,1,1,1,1,1,1,20250402,20250427
2597,0,0,0,0,0,0,1,20250402,20250427
2598,0,0,0,0,0,0,1,20250328,20250328
2599,1,1,1,1,1,1,1,20250328,20250328
2600,0,0,0,0,0,1,0,20250402,20250427
2601,1,1,1,1,1,0,0,20250402,20250427
2602,1,1,1,1,1,0,0,20250328,20250329
2603,0,0,0,0,0,1,0,20250328,20250329
2604,1,1,1,1,1,1,0,20250328,20250329
2605,1,1,1,1,1,1,0,20250402,20250427
2606,1,1,1,1,1,0,0,20250328,20250329
2607,1,1,1,1,1,0,0,20250402,20250427
2608,0,0,0,0,0,1,0,20250402,20250427
2609,0,0,0,0,0,1,0,20250402,20250405
2610,1,1,1,1,1,0,0,20250402,20250405
2611,0,0,0,0,0,1,0,20250328,20250329
2612,0,0,0,0,0,1,0,20250406,20250427
2613,1,1,1,1,1,0,0,20250328,20250329
2614,1,1,1,1,1,0,0,20250406,20250427
2615,1,1,1,1,1,0,0,20250414,20250417
2616,1,1,1,1,1,0,0,20250402,20250410
2617,1,1,1,1,1,0,0,20250328,20250329
2618,1,1,1,1,1,0,0,20250419,20250427
2619,1,1,1,1,1,0,0,20250419,20250427
2620,1,1,1,1,1,0,0,20250402,20250410
2621,1,1,1,1,1,0,0,20250414,20250417
2622,1,1,1,1,1,0,0,20250328,20250329
2623,1,1,1,1,1,0,0,20250402,20250410
2624,1,1,1,1,1,0,0,20250328,20250329
2625,1,1,1,1,1,0,0,20250414,20250417
2626,1,1,1,1,1,0,0,20250419,20250427
2627,1,1,1,1,1,0,0,20250328,20250329
2628,1,1,1,1,1,0,0,20250402,20250410
2629,1,1,1,1,1,0,0,20250419,20250427
2630,1,1,1,1,1,0,0,20250414,20250417
2631,1,1,1,1,1,0,0,20250328,20250329
2632,1,1,1,1,1,0,0,20250402,20250410
2633,1,1,1,1,1,0,0,20250414,20250417
2634,1,1,1,1,1,0,0,20250419,20250427
2635,1,1,1,1,1,0,0,20250414,20250417
2636,1,1,1,1,1,0,0,20250419,20250427
2637,1,1,1,1,1,0,0,20250402,20250410
2638,1,1,1,1,1,0,0,20250328,20250329
2639,0,0,0,0,0,1,0,20250328,20250329
2640,1,1,1,1,1,0,0,20250402,20250427
2641,1,1,1,1,1,1,0,20250328,20250329
2642,1,1,1,1,1,1,0,20250402,20250427
2643,0,0,0,0,0,1,0,20250402,20250427
2644,1,1,1,1,1,0,0,20250328,20250329
2645,1,1,1,1,1,0,0,20250402,20250427
2646,1,1,1,1,1,0,0,20250328,20250329
2647,1,1,1,1,1,0,0,20250328,20250328
2648,1,1,1,1,1,0,0,20250402,20250427
2649,1,1,1,1,1,0,0,20250402,20250427
2650,1,1,1,1,1,0,0,20250328,20250328
2651,1,1,1,1,1,0,0,20250402,20250427
2652,1,1,1,1,1,0,0,20250402,20250427
2653,1,1,1,1,1,0,0,20250402,20250427
2654,0,0,0,0,0,1,0,20250402,20250427
2655,1,1,1,1,1,0,0,20250402,20250427
2656,0,0,0,0,0,1,0,20250328,20250329
2657,1,1,1,1,1,0,0,20250328,20250329
2658,0,0,0,0,0,1,0,20250328,20250328
2659,0,0,0,0,0,1,0,20250403,20250427
2660,0,0,0,0,0,0,1,20250403,20250427
2661,0,0,0,0,0,0,1,20250328,20250328
2662,1,1,1,1,1,0,0,20250328,20250329
2663,1,1,1,1,1,0,0,20250402,20250410
2664,1,1,1,1,1,0,0,20250414,20250417
